"Posição","Nome","Localidade","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","Unidade","Multiplicador"
"1.1","Série revisada","Fagundes Varela",,,,,,,,,,,,"40801","45044","45461","61026","67749.32","71816.21","77100.64","79243.13","77525.93","88334.08","R$",1000
"1.1","Série revisada","Fazenda Vilanova",,,,,,,,,,,,"117144","102215","98372","102756","103850.34","115941.05","119824.59","120401.82","115126.47","106462.04","R$",1000
"1.1","Série revisada","Fontoura Xavier",,,,,,,,,,,,"100063","120407","115368","143752","160281.53","162089.35","181012.12","182075.98","200210.62","222479.18","R$",1000
"1.1","Série revisada","Frederico Westphalen",,,,,,,,,,,,"620513","622016","668507","793111","871105.76","926893.30","1020626.52","1092250.36","1143542.34","1232871.29","R$",1000
"1.1","Série revisada","Faxinal do Soturno",,,,,,,,,,,,"98132","147349","112302","148460","141775.12","156964.77","172458.13","191118.95","200266.74","218337.02","R$",1000
"1.1","Série revisada","Flores da Cunha",,,,,,,,,,,,"746720","872967","985432","1103897","1253126.06","1299362.37","1313953.32","1486988.70","1628614.03","1854236.98","R$",1000
"1.1","Série revisada","Forquetinha",,,,,,,,,,,,"38520","30134","31580","37005","40421.40","40224.03","42022.92","41305.92","42879.69","46151.27","R$",1000
"1.1","Série revisada","Garruchos",,,,,,,,,,,,"60232","65578","58964","98060","91642.44","106394.93","117721.30","103207.20","125251.75","133679.20","R$",1000
"1.1","Série revisada","Eugênio de Castro",,,,,,,,,,,,"91912","114887","101464","163136","139268.98","149103.43","196069.35","172779.04","208445.26","210951.12","R$",1000
"1.1","Série revisada","Faxinalzinho",,,,,,,,,,,,"28685","36338","33161","51423","50225.92","52933.76","65212.28","57124.26","65769.53","61133.61","R$",1000
"1.1","Série revisada","Floriano Peixoto",,,,,,,,,,,,"31201","37622","36519","43242","50113.17","50905.42","53294.22","49523.70","58751.08","61448.17","R$",1000
"1.1","Série revisada","Fortaleza dos Valos",,,,,,,,,,,,"113383","148831","139767","224966","244392.59","243246.93","276734.95","249750.62","324188.35","314257.99","R$",1000
"1.1","Série revisada","Espumoso",,,,,,,,,,,,"292440","365104","395668","569888","550367.75","606732.81","666541.06","682297.24","774671.89","718625.00","R$",1000
"1.1","Série revisada","Estrela",,,,,,,,,,,,"854165","1018939","1151913","1202855","1226800.84","1163125.71","1359403.24","1419196.78","1477392.37","1643503.97","R$",1000
"1.1","Série revisada","Gaurama",,,,,,,,,,,,"98412","112482","128262","160179","165194.77","186892.14","216484.68","217128.64","235753.82","235797.31","R$",1000
"1.1","Série revisada","Giruá",,,,,,,,,,,,"377335","443440","376565","555784","571528.11","612031.06","705589.36","678445.88","785454.19","806585.21","R$",1000
"1.1","Série revisada","Getúlio Vargas",,,,,,,,,,,,"291020","330098","350986","408544","445219.01","457497.10","494417.39","513078.46","555022.52","637794.07","R$",1000
"1.1","Série revisada","Gramado dos Loureiros",,,,,,,,,,,,"23739","28037","21869","40499","41667.75","43620.52","44779.27","43558.19","53393.90","57142.64","R$",1000
"1.1","Série revisada","Farroupilha",,,,,,,,,,,,"1853766","2021205","2128240","2430377","2733336.39","2821296.29","3054450.32","3208932.69","3435280.83","3562093.48","R$",1000
"1.1","Série revisada","Feliz",,,,,,,,,,,,"230756","261039","290258","313965","353058.88","359598.95","386876.28","391708.66","423217.89","464540.28","R$",1000
"1.1","Série revisada","Formigueiro",,,,,,,,,,,,"84747","88079","98464","133166","145053.95","173094.04","170113.15","182346.29","189956.98","200434.38","R$",1000
"1.1","Série revisada","Garibaldi",,,,,,,,,,,,"1013878","1132434","1311830","1457788","1647228.62","1693057.64","1736797.02","1836582.24","2082300.04","2383541.24","R$",1000
"1.1","Série revisada","Gramado Xavier",,,,,,,,,,,,"39746","47489","49582","60594","72105.26","65887.96","75068.94","82375.42","83013.68","87530.35","R$",1000
"1.1","Série revisada","Guaporé",,,,,,,,,,,,"426315","468581","511193","595355","692267.78","744772.26","768983.60","818669.93","868145.66","949265.81","R$",1000
"1.1","Série revisada","Guaíba",,,,,,,,,,,,"2910560","3144562","3601926","4170836","5104251.44","5345985.03","5944685.74","5567587.10","6740169.11","6438870.93","R$",1000
"1.1","Série revisada","Herveiras",,,,,,,,,,,,"34770","39819","33991","51841","49233.11","53224.49","53720.70","63043.10","60134.45","55510.24","R$",1000
"1.1","Série revisada","Gentil",,,,,,,,,,,,"49233","61440","72982","88752","88191.11","95759.07","114235.57","102407.82","110252.08","111711.10","R$",1000
"1.1","Série revisada","Gramado",,,,,,,,,,,,"904020","1023979","1209338","1344590","1509955.95","1651043.38","1655187.36","1834203.90","1971269.12","2257904.46","R$",1000
"1.1","Série revisada","Ibarama",,,,,,,,,,,,"45653","51923","50769","69188","70365.81","72659.29","80801.54","91388.43","90631.00","93934.48","R$",1000
"1.1","Série revisada","Ibirubá",,,,,,,,,,,,"505811","598797","711760","926584","974171.50","876527.08","969342.60","927941.69","1066563.06","1128536.56","R$",1000
"1.1","Série revisada","Guabiju",,,,,,,,,,,,"31262","32557","33976","46645","58489.16","69242.95","72955.35","67922.15","74063.48","72220.62","R$",1000
"1.1","Série revisada","Harmonia",,,,,,,,,,,,"64604","75509","90251","99042","118065.75","131602.48","153789.10","172274.16","169479.41","188532.06","R$",1000
"1.1","Série revisada","Horizontina",,,,,,,,,,,,"892861","1021683","1031746","1619686","1987506.58","1198381.93","1305165.52","1505772.98","1628970.88","1741205.49","R$",1000
"1.1","Série revisada","Ibiaçá",,,,,,,,,,,,"99491","116714","112071","177743","159299.75","178155.51","199142.59","196243.78","224119.70","234068.64","R$",1000
"1.1","Série revisada","Humaitá",,,,,,,,,,,,"79617","87823","85460","120408","130153.67","131242.09","135127.89","140133.84","145113.06","164722.08","R$",1000
"1.1","Série revisada","Ibirapuitã",,,,,,,,,,,,"51996","62634","59781","93924","85123.95","99063.87","111720.50","96536.79","117253.23","138430.03","R$",1000
"1.1","Série revisada","General Câmara",,,,,,,,,,,,"95970","90561","91849","127088","126615.53","138627.37","147806.02","148929.50","157832.64","221361.97","R$",1000
"1.1","Série revisada","Glorinha",,,,,,,,,,,,"291730","304702","358617","357625","321186.88","358316.16","335995.59","327548.00","330102.63","266839.18","R$",1000
"1.1","Série revisada","Gravataí",,,,,,,,,,,,"7295813","7984452","8412249","10192685","10892311.42","9731351.79","10121618.10","12314666.33","12079663.15","12396458.37","R$",1000
"1.1","Série revisada","Guarani das Missões",,,,,,,,,,,,"159411","172874","175904","239458","242251.92","251330.60","306590.76","287150.79","358096.87","288659.61","R$",1000
"1.1","Série revisada","Hulha Negra",,,,,,,,,,,,"72553","87176","98713","123370","124124.90","143758.49","168956.35","174142.26","201896.47","196088.84","R$",1000
"1.1","Série revisada","Ibiraiaras",,,,,,,,,,,,"133081","147359","170251","203426","217778.35","249000.62","265024.79","238532.46","248977.87","278649.60","R$",1000
"1.1","Série revisada","Imbé",,,,,,,,,,,,"251066","255472","307290","332309","372438.97","418127.36","456861.53","437014.12","455657.20","508391.53","R$",1000
"1.1","Série revisada","Ipê",,,,,,,,,,,,"109156","112908","114297","159146","166294.80","200683.39","218732.95","196423.20","196831.01","222989.33","R$",1000
"1.1","Série revisada","Itacurubi",,,,,,,,,,,,"45254","46967","46853","68284","63541.67","80694.04","96232.57","87723.67","92015.67","100576.33","R$",1000
"1.1","Série revisada","Itatiba do Sul",,,,,,,,,,,,"37035","38742","38683","48901","56723.12","56176.57","62238.43","61874.35","58569.14","66105.57","R$",1000
"1.1","Série revisada","Jacuizinho",,,,,,,,,,,,"38898","49340","40562","82206","77426.25","86269.89","104150.82","98413.14","118894.22","116542.11","R$",1000
"1.1","Série revisada","Jaquirana",,,,,,,,,,,,"39915","42355","46978","54777","59702.69","61598.52","68588.81","67556.57","67045.27","69997.13","R$",1000
"1.1","Série revisada","Ilópolis",,,,,,,,,,,,"61038","67824","69140","94422","108438.42","108518.74","118061.35","111180.56","104661.90","111995.96","R$",1000
"1.1","Série revisada","Inhacorá",,,,,,,,,,,,"31648","39463","25520","49596","48097.69","51200.08","59604.33","62558.60","72504.17","68317.39","R$",1000
"1.1","Série revisada","Lagoa Bonita do Sul",,,,,,,,,,,,"29701","36730","37200","49195","50202.83","53631.22","51915.64","59970.75","59822.45","57274.38","R$",1000
"1.1","Série revisada","Lajeado",,,,,,,,,,,,"2118848","2367849","2834908","2888836","3240932.87","3253609.32","3431938.91","3844921.11","4246691.33","4672562.59","R$",1000
"1.1","Série revisada","Itaara",,,,,,,,,,,,"50052","56465","58265","75518","79184.77","82268.54","86267.41","90706.08","124818.33","121755.63","R$",1000
"1.1","Série revisada","Itati",,,,,,,,,,,,"34599","34211","36896","56895","56667.70","65946.27","80236.16","59349.57","64403.47","76101.08","R$",1000
"1.1","Série revisada","Lindolfo Collor",,,,,,,,,,,,"158709","149478","183418","224035","307392.39","302267.53","289931.80","305111.34","298465.64","314663.34","R$",1000
"1.1","Série revisada","Mampituba",,,,,,,,,,,,"24519","26033","28983","35183","43261.43","48520.37","53716.72","56219.70","53267.73","59107.78","R$",1000
"1.1","Série revisada","Jaboticaba",,,,,,,,,,,,"56778","59079","48069","72457","75316.02","85141.00","94150.96","86316.50","99205.67","99686.11","R$",1000
"1.1","Série revisada","Jaguari",,,,,,,,,,,,"137335","144128","160024","196243","189860.71","222281.50","230030.59","244561.39","254762.01","265130.08","R$",1000
"1.1","Série revisada","Marau",,,,,,,,,,,,"1103374","1400652","1363931","1495973","1660333.19","1691725.36","1893704.36","1886016.80","2055575.86","2221530.65","R$",1000
"1.1","Série revisada","Marques de Souza",,,,,,,,,,,,"45269","55205","60450","66499","73455.33","77332.74","84142.63","86176.24","89891.28","97710.51","R$",1000
"1.1","Série revisada","Júlio de Castilhos",,,,,,,,,,,,"409433","523687","496123","809657","854916.30","987125.74","1053406.47","1041112.16","1307506.38","1231774.87","R$",1000
"1.1","Série revisada","Lagoa Vermelha",,,,,,,,,,,,"548331","621438","693646","817913","919761.63","915008.03","941127.83","971881.79","1165950.29","1145823.69","R$",1000
"1.1","Série revisada","Liberato Salzano",,,,,,,,,,,,"56213","70230","64038","90731","100345.15","116821.74","122209.31","127813.84","140362.35","141939.38","R$",1000
"1.1","Série revisada","Maçambará",,,,,,,,,,,,"124070","126766","110538","184668","178492.20","207656.52","240778.88","255407.23","245523.40","284109.01","R$",1000
"1.1","Série revisada","Maratá",,,,,,,,,,,,"53775","59612","70221","84793","97014.87","91130.24","90054.43","89345.53","69345.15","76739.27","R$",1000
"1.1","Série revisada","Mariano Moro",,,,,,,,,,,,"25666","28546","30112","42654","48177.75","47726.35","48799.33","46019.29","50468.71","54807.18","R$",1000
"1.1","Série revisada","Mato Queimado",,,,,,,,,,,,"27643","32160","26872","47611","44566.10","44216.49","54541.38","50114.91","58989.70","55296.78","R$",1000
"1.1","Série revisada","Montauri",,,,,,,,,,,,"33903","36040","34939","48639","48255.16","53768.18","56574.83","54161.52","57173.30","59452.08","R$",1000
"1.1","Série revisada","Mato Leitão",,,,,,,,,,,,"95302","119518","108262","103486","136358.16","132589.76","132329.77","143012.30","154680.21","170671.78","R$",1000
"1.1","Série revisada","Miraguaí",,,,,,,,,,,,"55126","82625","84985","119039","125068.44","126027.62","140860.82","117940.12","133168.39","133820.24","R$",1000
"1.1","Série revisada","Mormaço",,,,,,,,,,,,"46599","56887","54766","80158","77079.23","82748.22","86019.77","89522.92","108256.53","100501.55","R$",1000
"1.1","Série revisada","Mostardas",,,,,,,,,,,,"200168","175307","225632","260247","319167.21","283205.58","337022.14","358027.05","358693.02","407506.40","R$",1000
"1.1","Série revisada","Montenegro",,,,,,,,,,,,"1840974","1974585","2114149","2628385","2786148.60","2831833.69","2835056.67","3235252.75","3740580.43","3926465.41","R$",1000
"1.1","Série revisada","Morro Reuter",,,,,,,,,,,,"90962","95286","114264","126408","136191.10","148082.91","170087.76","171607.29","183260.75","210314.51","R$",1000
"1.1","Série revisada","Igrejinha",,,,,,,,,,,,"1020677","1140014","1240640","1326812","1459073.68","1506435.42","1485951.41","1655950.15","1823094.84","1947198.00","R$",1000
"1.1","Série revisada","Imigrante",,,,,,,,,,,,"109756","122993","126881","167613","218665.59","173060.10","175555.00","199153.13","239913.53","263562.60","R$",1000
"1.1","Série revisada","Não-Me-Toque",,,,,,,,,,,,"618498","755626","800626","1121023","1081326.80","983550.34","1006650.65","1147123.82","1277001.01","1366462.14","R$",1000
"1.1","Série revisada","Nova Araçá",,,,,,,,,,,,"139157","155764","171900","145650","219262.47","292788.68","267773.45","189592.20","211570.26","244027.74","R$",1000
"1.1","Série revisada","Muliterno",,,,,,,,,,,,"27280","31861","30870","41622","39977.54","44302.17","50003.86","44469.33","52398.58","51695.95","R$",1000
"1.1","Série revisada","Nova Alvorada",,,,,,,,,,,,"70145","83497","82559","116029","129813.04","136289.62","153721.28","160414.25","169053.19","171529.77","R$",1000
"1.1","Série revisada","Ipiranga do Sul",,,,,,,,,,,,"51188","60219","57365","77715","79867.26","81007.14","92154.03","87715.68","103996.88","106833.78","R$",1000
"1.1","Série revisada","Itapuca",,,,,,,,,,,,"29266","34705","31061","43075","45953.26","45412.35","50112.00","53828.64","56729.19","59161.49","R$",1000
"1.1","Série revisada","Nova Bréscia",,,,,,,,,,,,"57241","58846","61626","72487","80229.73","89320.85","96335.71","100040.67","104281.73","119945.44","R$",1000
"1.1","Série revisada","Nova Pádua",,,,,,,,,,,,"39163","41160","44458","49393","56910.13","63273.42","68402.08","72581.28","71141.32","71255.18","R$",1000
"1.1","Série revisada","Nova Candelária",,,,,,,,,,,,"63604","80666","82025","101733","113651.67","116126.95","131118.16","142618.77","147358.58","165542.04","R$",1000
"1.1","Série revisada","Nova Palma",,,,,,,,,,,,"112181","127240","124842","170534","193620.96","209123.58","279478.69","286129.48","308342.71","301496.48","R$",1000
"1.1","Série revisada","Ivorá",,,,,,,,,,,,"31950","29856","27624","43458","44042.56","47317.44","49933.11","48602.92","52866.04","52709.19","R$",1000
"1.1","Série revisada","Jacutinga",,,,,,,,,,,,"68575","80824","78296","124332","114841.24","125133.34","119104.34","114301.51","134509.81","146256.89","R$",1000
"1.1","Série revisada","Nova Ramada",,,,,,,,,,,,"48522","62542","44836","88558","84322.21","100710.80","123286.50","128347.61","151662.60","144852.69","R$",1000
"1.1","Série revisada","Novo Hamburgo",,,,,,,,,,,,"5536880","6204124","6521644","7053847","7806020.06","8122465.22","8257280.81","8920278.63","9424239.75","9769394.05","R$",1000
"1.1","Série revisada","Nova Roma do Sul",,,,,,,,,,,,"65324","71153","78748","93657","104363.68","156703.95","143849.39","175247.67","182966.87","179724.29","R$",1000
"1.1","Série revisada","Novo Machado",,,,,,,,,,,,"56117","68913","63479","88335","95606.34","107613.94","116292.49","117418.39","120609.86","133442.00","R$",1000
"1.1","Série revisada","Novo Barreiro",,,,,,,,,,,,"42423","47734","45766","69751","71490.51","75458.23","82760.49","82920.52","88496.26","98508.87","R$",1000
"1.1","Série revisada","Palmeira das Missões",,,,,,,,,,,,"642628","809838","708438","1035809","1070411.17","1138224.83","1298200.72","1254871.28","1461185.16","1488542.88","R$",1000
"1.1","Série revisada","Osório",,,,,,,,,,,,"1239025","1315944","1680519","1037035","1161130.30","1253350.76","1326458.83","1660332.74","1566249.77","1693872.59","R$",1000
"1.1","Série revisada","Palmitinho",,,,,,,,,,,,"79192","94157","103784","131083","158612.47","156227.59","181531.96","176558.21","183273.84","210406.41","R$",1000
"1.1","Série revisada","Paraí",,,,,,,,,,,,"143527","166770","178315","212141","242132.67","249485.39","264413.78","271341.15","290637.57","315249.24","R$",1000
"1.1","Série revisada","Passa Sete",,,,,,,,,,,,"50410","62584","62543","84227","84371.48","89701.63","83838.44","107245.50","104244.55","110847.45","R$",1000
"1.1","Série revisada","Paraíso do Sul",,,,,,,,,,,,"80377","89408","89786","120386","128061.83","142330.12","143655.77","161483.55","154906.71","169460.77","R$",1000
"1.1","Série revisada","Passo do Sobrado",,,,,,,,,,,,"91883","112427","106725","141940","139988.25","146818.23","165323.28","175605.95","172130.60","182566.03","R$",1000
"1.1","Série revisada","Jari",,,,,,,,,,,,"74746","95952","70589","153754","140493.86","164776.52","188573.84","176730.50","218317.68","200188.12","R$",1000
"1.1","Série revisada","Lagoão",,,,,,,,,,,,"53269","61409","61524","84856","83423.02","89392.33","94435.19","105806.01","111635.12","113718.10","R$",1000
"1.1","Série revisada","Pedras Altas",,,,,,,,,,,,"39314","41051","41698","61503","65059.91","101749.53","96426.76","107418.03","110312.49","167556.49","R$",1000
"1.1","Série revisada","Picada Café",,,,,,,,,,,,"238961","259032","288863","299632","349085.53","306384.13","323176.92","296147.97","346351.57","326941.63","R$",1000
"1.1","Série revisada","Paverama",,,,,,,,,,,,"87373","104924","117600","125955","150934.48","150849.18","168092.04","159229.70","169474.46","189791.61","R$",1000
"1.1","Série revisada","Pelotas",,,,,,,,,,,,"4227940","5266527","5736428","5967011","6658157.58","7391651.44","8103229.83","8417417.68","8852997.85","9445912.82","R$",1000
"1.1","Série revisada","Lajeado do Bugre",,,,,,,,,,,,"23662","29231","24756","38663","38454.51","39608.69","50311.55","45204.24","48951.90","55431.83","R$",1000
"1.1","Série revisada","Linha Nova",,,,,,,,,,,,"24368","26065","28224","39784","41927.94","47908.31","56821.93","45033.46","48236.10","54922.69","R$",1000
"1.1","Série revisada","Pinheirinho do Vale",,,,,,,,,,,,"44923","49424","50842","65455","74211.74","73898.50","73561.36","85946.16","85016.23","98658.21","R$",1000
"1.1","Série revisada","Piratini",,,,,,,,,,,,"182158","202993","226503","280871","311242.44","319403.68","352161.48","393869.48","416044.17","482343.06","R$",1000
"1.1","Série revisada","Pinhal Grande",,,,,,,,,,,,"338627","305804","199152","129372","143203.37","396229.07","411644.16","490838.97","686477.11","760522.50","R$",1000
"1.1","Série revisada","Pirapó",,,,,,,,,,,,"28364","31741","31815","41632","44389.07","49937.43","58529.51","57478.93","67654.72","65373.85","R$",1000
"1.1","Série revisada","Manoel Viana",,,,,,,,,,,,"100888","119443","107386","175578","172069.78","211389.42","228249.76","235516.38","277694.57","268162.13","R$",1000
